ID;MARCA;NOME;TIPO
1536;JONNY;TEXAS;Moto
1537;HONDA;CRF 110/150;Moto
1538;RENAULT;MEGANE SEDAN;Carro
1539;AUDI;A4 CABRIOLET;Carro
1540;FIAT;210;Caminhão
1541;INFINITI;LINHA G;Carro
1542;INFINITI;LINHA G COUPE;Carro
1543;INFINITI;LINHA G CONVERSIVEL;Carro
1544;INFINITI;LINHA M;Carro
1545;INFINITI;LINHA EX;Carro
1546;INFINITI;LINHA JX;Carro
1547;INFINITI;LINHA QX;Carro
1548;JAGUAR;MODELOS XF;Carro
1549;JAGUAR;F-TYPE;Carro
1550;JAGUAR;MARK VII;Carro
1551;JAGUAR;MARK VIII;Carro
1552;JAGUAR;MARK IX;Carro
1553;JAGUAR;MARK X;Carro
1554;JAGUAR;E-TYPE;Carro
1555;JAGUAR;C-TYPE;Carro
1556;JAGUAR;D-TYPE;Carro
1557;JAGUAR;MARK I;Carro
1558;JAGUAR;MARK II;Carro
1559;YAMAHA;XJ6;Moto
1560;YAMAHA;LANDER XTZ 250;Moto
1561;YAMAHA;ALBA;Moto
1562;YAMAHA;FROG;Moto
1563;YAMAHA;LIBERO;Moto
1564;YAMAHA;GLADIATOR;Moto
1565;YAMAHA;MEST;Moto
1566;YAMAHA;ECCY;Moto
1567;YAMAHA;PASSOL;Moto
1568;YAMAHA;EC-02;Moto
1569;YAMAHA;YZ 85LW;Moto
1570;YAMAHA;V-STAR;Moto
1571;YAMAHA;PAS;Moto
1572;YAMAHA;AEROX;Moto
1573;YAMAHA;MORPHOUS;Moto
1574;YAMAHA;XF50X;Moto
1575;YAMAHA;LAGEND;Moto
1576;YAMAHA;TZR;Moto
1577;YAMAHA;QT50;Moto
1578;PUMA;GT4R;Carro
1579;PUMA;SPYDER;Carro
1580;PUMA;GTI;Carro
1581;PUMA;AM1;Carro
1582;PUMA;AM2;Carro
1583;PUMA;AM3;Carro
1584;PUMA;AM4;Carro
1585;PUMA;AMV;Carro
1586;SCANIA;110;Caminhão
1587;SCANIA;LK-140;Caminhão
1588;SCANIA;L-80;Caminhão
1589;SCANIA;B-110;Caminhão
1590;SCANIA;BR-115;Caminhão
1591;SCANIA;B-111;Caminhão
1592;SCANIA;BR-116;Caminhão
1593;SCANIA;81;Caminhão
1594;SCANIA;82;Caminhão
1595;SCANIA;92;Caminhão
1596;SCANIA;142;Caminhão
1597;SCANIA;144;Caminhão
1598;SCANIA;L-71;Caminhão
1599;SCANIA;L-75;Caminhão
1600;SCANIA;L-76;Caminhão
1601;SCANIA;P-330;Caminhão
1602;TRAXX;SHARK;Moto
1603;HONDA;ACTY;Carro
1604;HONDA;AIRWAVE;Carro
1605;HONDA;ASCOT;Carro
1606;HONDA;BALLADE;Carro
1607;HONDA;BEAT;Carro
1608;HONDA;CR-X;Carro
1609;HONDA;CONCERTO;Carro
1610;HONDA;CR-Z;Carro
1611;HONDA;DOMANI;Carro
1612;HONDA;EDIX;Carro
1613;HONDA;ELEMENT;Carro
1614;HONDA;EV PLUS;Carro
1615;HONDA;FCX;Carro
1616;HONDA;FR-V;Carro
1617;HONDA;FURY;Moto
1618;HONDA;HR-V;Carro
1619;HONDA;HSC;Carro
1620;HONDA;INSIGHT;Carro
1621;ACURA;TL;Carro
1622;HONDA;LIFE DUNK;Carro
1623;HONDA;LOGO;Carro
1624;HONDA;MOBILIO;Carro
1625;ACURA;MDX;Carro
1626;HONDA;ORTHIA;Carro
1627;HONDA;PARTNER VAN;Carro
1628;HONDA;PILOT;Carro
1629;HONDA;RIDGELINE;Carro
1630;HONDA;S2000;Carro
1631;HONDA;S600;Carro
1632;HONDA;S500;Carro
1633;HONDA;S800;Carro
1634;HONDA;STEPWGN;Carro
1635;HONDA;STREAM;Carro
1636;HONDA;THATS;Carro
1637;HONDA;VAMOZ;Carro
1638;HONDA;Z;Carro
1639;HONDA;ZEST;Carro
1640;HONDA;STUNNER;Moto
1641;HONDA;CB 50;Moto
1642;HONDA;BOLDOR CB 900;Moto
1643;HONDA;CBF 600;Moto
1644;HONDA;CBR 400RR;Moto
1645;HONDA;CBX 1000;Moto
1646;HONDA;CD 125;Moto
1647;HONDA;ML 125;Moto
1648;HONDA;NSR 500;Moto
1649;HONDA;RC;Moto
1650;HONDA;PAN-EUROPEAN ST;Moto
1651;HONDA;TURUNA 125;Moto
1652;HONDA;VTR;Moto
1653;HONDA;AFRICA TWIN XRV 750;Moto
1654;FBM;MZ 250;Moto
1655;FBM;KAPRA;Moto
1656;FBM;RALLYE;Moto
1657;FBM;PASSEIO;Moto
1658;SUZUKI;AERIO;Carro
1659;SUZUKI;ALTO;Carro
1660;SUZUKI;APV;Carro
1661;SUZUKI;KEI;Carro
1662;SUZUKI;LAPIN;Carro
1663;SUZUKI;MR WAGON;Carro
1664;SUZUKI;XL-7;Carro
1665;SUZUKI;VERONA;Carro
1666;SUZUKI;BANDIT 400;Moto
1667;SUZUKI;BANDIT 600;Moto
1668;SUZUKI;BANDIT GSF 750;Moto
1669;SUZUKI;BANDIT 1200;Moto
1670;SUZUKI;HAYABUSA;Moto
1671;SUZUKI;INTRUDER CUSTOM;Moto
1672;SUZUKI;RV;Moto
1673;SUZUKI;SV;Moto
1674;SUZUKI;MARAUDER VZ;Moto
1675;HONDA;CG CARGO/JOB;Moto
1676;AGRALE;EXPLORER;Moto
1677;FORD;F-750;Caminhão
1678;MERCEDES-BENZ;1625;Caminhão
1679;KAWASAKI;ELIMINATOR;Moto
1680;KAWASAKI;GTR;Moto
1681;KAWASAKI;KLE;Moto
1682;KAWASAKI;KLR;Moto
1683;KAWASAKI;SUPER SHERPA;Moto
1684;KAWASAKI;ZRX;Moto
1685;KAWASAKI;ZR;Moto
1686;KAWASAKI;NINJA 1400;Moto
1687;YAMAHA;FS1;Moto
1688;HAOBAO;HB-50;Moto
1689;WILLYS OVERLAND;JEEP CJ;Carro
1690;MERCEDES-BENZ;2013;Caminhão
1691;PEUGEOT;306 CABRIOLET;Carro
1692;HONDA;PC 50;Moto
1693;HONDA;CG 125;Moto
1694;MERCEDES-BENZ;312;Caminhão
1695;DKW-VEMAG;BELCAR;Carro
1696;KAISER;M715;Carro
1697;IVECO;80S;Caminhão
1698;FORD;F-6;Caminhão
1699;HONDA;PACIFIC COAST;Moto
1700;PEUGEOT;407 SW;Carro
1701;PEUGEOT;307 CC;Carro
1702;HONDA;CG TODAY;Moto
1703;SUZUKI;GT;Moto
1704;SCANIA;490;Caminhão
1705;CHEVROLET;STYLELINE;Carro
1706;FORD;ANGLIA;Carro
1707;YAMAHA;FZR1000;Moto
1708;SUZUKI;GSI;Moto
1709;KAHENA;AMAZONAS;Moto
1710;FNM;180;Caminhão
1711;MERCEDES-BENZ;1622;Caminhão
1712;MERCEDES-BENZ;1524;Caminhão
1713;ADAMO;GT2;Carro
1714;CHEVROLET;YUKON;Carro
1715;DE SOTO;SPORTSMAN;Carro
1716;HONDA;CB 125;Moto
1717;MERCEDES-BENZ;1630;Caminhão
1718;MERCEDES-BENZ;1932;Caminhão
1719;RENAULT;21 NEVADA;Carro
1720;BUGATTI;VEYRON;Carro
1721;FERRARI;ENZO;Carro
1722;PEUGEOT;306 SW;Carro
1723;SHINERAY;PHOENIX 50;Moto
1724;SHINERAY;INDIANAPOLIS 200;Moto
1725;SHINERAY;F35/F40;Moto
1726;SHINERAY;X2 250;Moto
1727;SHINERAY;MAX 150;Moto
1728;SHINERAY;NEW WAVE 125;Moto
1729;SHINERAY;EXPLORER 150;Moto
1730;YAMAHA;XS400;Moto
1731;YAMAHA;RD 350 VIUVA NEGRA;Moto
1732;ALFA ROMEO;TI 80;Carro
1733;SHINERAY;XY 250;Moto
1734;MERCEDES-BENZ;1316;Caminhão
1735;PORSCHE;SPYDER 550;Carro
1736;FERRARI;380 GTB;Carro
1737;TROLLER;T-5;Carro
1738;SCANIA;133;Caminhão
1739;DODGE;KINGSWAY;Carro
1740;CHEVROLET;SSR;Carro
1741;CHEVROLET;MATRA;Caminhão
1742;MERCEDES-BENZ;1111;Caminhão
1743;CHEVROLET;IMPALA;Carro
1744;PEUGEOT;208;Carro
1745;CHEVROLET;GRAND BLAZER;Carro
1746;SUZUKI;JOB;Moto
1747;ARIEL;RED HUNTER;Moto
1748;ARIEL;W/NG;Moto
1749;ARIEL;M2F;Moto
1750;ARIEL;GOLDEN ARROW;Moto
1751;CHEVROLET;COE;Caminhão
1752;FORD;COE;Caminhão
1753;FIAT;130;Caminhão
1754;FORD;F-8;Caminhão
1755;SUZUKI;AE 50;Moto
1756;VOLVO;100 SERIES;Carro
1757;VOLVO;200 SERIES;Carro
1758;VOLVO;300 SERIES;Carro
1759;VOLVO;66;Carro
1760;VOLVO;700 SERIES;Carro
1761;VOLVO;AMAZON;Carro
1762;VOLVO;C303;Carro
1763;VOLVO;DUETT;Carro
1764;VOLVO;L3314;Carro
1765;VOLVO;OV 4;Carro
1766;VOLVO;P1800;Carro
1767;VOLVO;SUGGA;Carro
1768;FORD;TT;Carro
1769;CITROEN;ONCE;Carro
1770;FORD;DE LUXE;Carro
1771;FORD;CUSTOM;Carro
1772;FORD;T-BUCKET;Carro
1773;GURGEL;G15;Carro
1774;VOLKSWAGEN;CONSTELLATION;Caminhão
1775;VOLKSWAGEN;DELIVERY;Caminhão
1776;VOLKSWAGEN;WORKER;Caminhão
1777;MITSUBISHI;PAJERO FULL 3D;Carro
1778;MITSUBISHI;PAJERO SPORT;Carro
1779;BMW;120 CABRIO;Carro
1780;BMW;320 TOURING;Carro
1781;BMW;330 CABRIO;Carro
1782;BMW;SERIE 5 TOURING;Carro
1783;BMW;SERIE 6 CABRIO;Carro
1784;BMW;SERIE M CONVERSIVEL;Carro
1785;BMW;M5 TOURING;Carro
1786;BMW;SERIE Z ROADSTER;Carro
1787;FORD;KA SPORT;Carro
1788;VOLKSWAGEN;CC;Carro
1789;MERCEDES-BENZ;321;Caminhão
1790;MERCEDES-BENZ;1317;Caminhão
1791;FIAT;180;Caminhão
1792;KIA;CERATO KOUP;Carro
1793;CHEVROLET;ASTRO;Carro
1794;TOYOTA;COROLLA XRS;Carro
1795;TOYOTA;ETIOS SEDAN;Carro
1796;FORD;FREESTYLE;Carro
1797;MERCURY;COUGAR;Carro
1798;MAHINDRA;XUV 500;Carro
1799;MAHINDRA;RODEO;Moto
1800;MAHINDRA;DURO;Moto
1801;MAHINDRA;XYLO;Carro
1802;MAHINDRA;BOLERO;Carro
1803;MAHINDRA;THAR;Carro
1804;MAHINDRA;AXE;Carro
1805;MAHINDRA;LEGEND;Carro
1806;JEEP;CJ3;Carro
1807;MAHINDRA;ARMADA;Carro
1808;MAHINDRA;CHASSI;Carro
1809;MAHINDRA;SCORPIO PICK-UP;Carro
1810;CHANA;STAR TRUCK;Carro
1811;CHANA;STAR;Carro
1812;CHANA;STAR VAN CARGO;Carro
1813;CHANA;STAR VAN PASSAGEIROS;Carro
1814;HONDA;DUTY;Moto
1815;SIMCA;ALVORADA;Carro
1816;SIMCA;CHAMBORD;Carro
1817;SIMCA;PROFISSIONAL;Carro
1818;SIMCA;VEDETTE;Carro
1819;SIMCA;ARONDE;Carro
1820;SIMCA;1200S;Carro
1821;SIMCA;1000;Carro
1822;HYUNDAI;HB20X;Carro
1823;HYUNDAI;HB20S;Carro
1824;CHEVROLET;MONZA;Carro
1825;CHEVROLET;CHEVETTE;Carro
1826;LIFAN;X60;Carro
1827;CHEVROLET;TRAX;Carro
1828;BMW;118;Carro
1829;BMW;120;Carro
1830;BMW;130;Carro
1831;BMW;BAVARIA;Carro
1832;BMW;C-2800;Carro
1833;BMW;318;Carro
1834;BMW;320;Carro
1835;BMW;318 CABRIO;Carro
1836;BMW;325 CABRIO;Carro
1837;BMW;530;Carro
1838;BMW;540;Carro
1839;BMW;550;Carro
1840;BMW;740;Carro
1841;BMW;750;Carro
1842;BMW;760;Carro
1843;DUCAR;150;Moto
1844;DITALLY;WAKE 500;Moto
1845;DITALLY;OUTCROSS;Moto
1846;DITALLY;JOY PLUS;Moto
1847;DITALLY;PASSION;Moto
1848;DITALLY;TREND;Moto
1849;DITALLY;PIT BULL;Moto
1850;DITALLY;BRUTTUS;Moto
1851;DITALLY;MATRIX 4X4;Carro
1852;MARVA;UFO 50;Moto
1853;MARVA;LF250ST;Moto
1854;MARVA;FOX 150R;Moto
1855;MARVA;LF400ST;Moto
1856;MARVA;VR 150 WIND;Moto
1857;MARVA;HERCULES 200;Moto
1858;MARVA;ONIX 50R;Moto
1859;MARVA;HS 150 FIRE;Moto
1860;SHINERAY;JET 50;Moto
1861;SHINERAY;RETRO 50;Moto
1862;SHINERAY;NEW 50;Moto
1863;SHINERAY;EAGLE 50;Moto
1864;SHINERAY;SUPER SMART 50;Moto
1865;SHINERAY;NEW 200;Moto
1866;SHINERAY;CARGO 200;Moto
1867;SHINERAY;BRAVO 200;Moto
1868;SHINERAY;STRONG 250;Moto
1869;SHINERAY;FUTURE 150;Moto
1870;SHINERAY;A7;Carro
1871;SHINERAY;A9;Carro
1872;SHINERAY;A9 CARGO;Carro
1873;SHINERAY;T20;Carro
1874;SHINERAY;T20 BAU;Carro
1875;SHINERAY;T22;Carro
1876;WOLVER;KN 150;Moto
1877;WOLVER;KN 125 S;Moto
1878;WOLVER;KN 50 S;Moto
1879;IROS;IZY 50;Moto
1880;ENVEMO;SUPER 90 COUPE;Carro
1881;GURGEL;X20;Carro
1882;GURGEL;ITAIPU;Carro
1883;GURGEL;G800;Carro
1884;GURGEL;XEF;Carro
1885;GURGEL;MOTOMACHINE;Carro
1886;GURGEL;BUGATO;Carro
1887;GURGEL;QT;Carro
1888;UTILITARIOS PESADOS;ESCAVADEIRA;Caminhão
1889;UTILITARIOS PESADOS;MUNCK;Caminhão
1890;UTILITARIOS PESADOS;GUINCHO;Caminhão
1891;UTILITARIOS PESADOS;CARREGADEIRA;Caminhão
1892;DKW-VEMAG;CAICARA;Carro
1893;DKW-VEMAG;CARCARA;Carro
1894;DKW-VEMAG;FISSORE;Carro
1895;DKW-VEMAG;MALZONI;Carro
1896;DKW-VEMAG;VEMAGUET;Carro
1897;HONDA;PCX;Moto
1898;UTILITARIOS PESADOS;MOTONIVELADORA;Caminhão
1899;MERCEDES-BENZ;2213;Caminhão
1900;CITROEN;C4 LOUNGE;Carro
1901;MAZDA;CX-7;Carro
1902;TANGER;TR;Carro
1903;TANGER;LUCENA;Carro
1904;TANGER;SEVETSE;Carro
1905;TANGER;RAGGE;Carro
1906;VOLVO;C70;Carro
1907;VOLVO;C30;Carro
1908;VOLVO;544;Carro
1909;VOLVO;S40;Carro
1910;VOLVO;S60;Carro
1911;VOLVO;S70;Carro
1912;VOLVO;S80;Carro
1913;VOLVO;V40;Carro
1914;VOLVO;V50;Carro
1915;VOLVO;V60;Carro
1916;VOLVO;V70;Carro
1917;VOLVO;S90;Carro
1918;VOLVO;XC60;Carro
1919;VOLVO;XC70;Carro
1920;VOLVO;XC90;Carro
1921;VOLVO;P1900;Carro
1922;VOLVO;PV36;Carro
1923;VOLVO;PV444;Carro
1924;VOLVO;PV544;Carro
1925;VOLVO;PV51;Carro
1926;VOLVO;PV654;Carro
1927;VOLVO;C50;Carro
1928;MERCEDES-BENZ;190;Carro
1929;MERCEDES-BENZ;CLASSE CLA;Carro
1930;MERCEDES-BENZ;CLASSE V;Carro
1931;MERCEDES-BENZ;VANEO;Carro
1932;MERCEDES-BENZ;CITAN;Carro
1933;MERCEDES-BENZ;VARIO;Carro
1934;MERCEDES-BENZ;CLASSE S CLASSICO;Carro
1935;BMW;AIRHEAD;Moto
1936;BMW;C1;Moto
1937;BMW;F650GS;Moto
1938;BMW;F650CS;Moto
1939;BMW;F800GS;Moto
1940;BMW;K75;Moto
1941;BMW;K100;Moto
1942;BMW;K1200R;Moto
1943;BMW;K1300R;Moto
1944;BMW;K1200GT;Moto
1945;BMW;K1300GT;Moto
1946;BMW;K1200GS;Moto
1947;BMW;K1200S;Moto
1948;BMW;R32;Moto
1949;BMW;R51/3;Moto
1950;BMW;R27;Moto
1951;BMW;R60;Moto
1952;BMW;R75;Moto
1953;BMW;R75/5;Moto
1954;BMW;R90S;Moto
1955;BMW;R1200C;Moto
1956;BMW;R1150GS;Moto
1957;BMW;R1200RT;Moto
1958;JAC;J3S;Carro
1959;RELY;PICK-UP;Carro
1960;RELY;VAN;Carro
1961;HARLEY-DAVIDSON;SPORTSTER;Moto
1962;HARLEY-DAVIDSON;TOURING STREET GLIDE;Moto
1963;CITROEN;C3 SOLARIS;Carro
1964;CITROEN;C3 XTR;Carro
1965;CITROEN;C4 SOLARIS;Carro
1966;CITROEN;C5 BREAK/TOURER;Carro
1967;CITROEN;XSARA BREAK;Carro
1968;CITROEN;XSARA VTS;Carro
1969;CITROEN;XANTIA BREAK;Carro
1970;CITROEN;XM BREAK;Carro
1971;CITROEN;C15;Carro
1972;CITROEN;NEMO;Carro
1973;CITROEN;VISA;Carro
1974;CITROEN;C1;Carro
1975;CITROEN;C2;Carro
1976;CITROEN;C3 PLURIEL;Carro
1977;CITROEN;DS4;Carro
1978;CITROEN;DS5;Carro
1979;CITROEN;JUMPY;Carro
1980;CITROEN;C-CROSSER;Carro
1981;CITROEN;C35;Carro
1982;CITROEN;C25;Carro
1983;CITROEN;CX;Carro
1984;CITROEN;CX BREAK;Carro
1985;CITROEN;AXEL;Carro
1986;CITROEN;DYANE;Carro
1987;CITROEN;GS/GSA;Carro
1988;CITROEN;GS/GSA BREAK;Carro
1989;CITROEN;MEHARI;Carro
1990;CITROEN;SAXO;Carro
1991;CITROEN;SM;Carro
1992;CITROEN;ELYSEE;Carro
1993;RENAULT;MASTER MINIBUS;Carro
1994;CHERY;CELER;Carro
1995;CHERY;CELER SEDAN;Carro
1996;CHERY;CIELO SEDAN;Carro
1997;AUDI;A1 SPORTBACK;Carro
1998;AUDI;A1 QUATTRO;Carro
1999;AUDI;A3 SPORTBACK;Carro
2000;AUDI;RS4 AVANT;Carro
2001;AUDI;A8L W12;Carro
2002;AUDI;R8 V10;Carro
2003;FORD;RANGER CD;Carro
2004;JAC;T140;Carro
2005;BMW;X1;Carro
2006;BMW;X3;Carro
2007;BMW;X5;Carro
2008;BMW;X6;Carro
2009;BMW;840;Carro
2010;BMW;850;Carro
2011;BMW;645;Carro
2012;BMW;650;Carro
2013;HONDA;FIT TWIST;Carro
2014;MCLAREN;MP4;Carro
2015;MCLAREN;F1;Carro
2016;FORD;MONDEO SW;Carro
2017;FORD;ESCORT SEDAN;Carro
2018;FORD;ESCORT CONVERSIVEL;Carro
2019;MAZDA;MX-6;Carro
2020;CHEVROLET;CORISCO;Carro
2021;CHEVROLET;CHEVELLE;Carro
2022;FORD;EXCURSION;Carro
2023;VOLKSWAGEN;TOURAN;Carro
2024;UTILITARIOS PESADOS;TANQUE;Caminhão
2025;FORD;F-10000;Carro
2026;PEUGEOT;HOGGAR ESCAPADE;Carro
2027;UTILITARIOS PESADOS;POLIGUINDASTE;Caminhão
2028;MERCEDES-BENZ;1621;Caminhão
2029;FORD;F-8000;Caminhão
2030;MAN;24250;Caminhão
2031;MERCEDES-BENZ;1632;Caminhão
2032;UTILITARIOS PESADOS;PERFURATRIZ;Caminhão
2033;FORD;PHAETON;Carro
2034;YAMAHA;XTZ 250 TENERE;Moto
2035;YAMAHA;XT 225;Moto
2036;YAMAHA;XT 660Z TENERE;Moto
2037;YAMAHA;XT 1200Z SUPER TENERE;Moto
2038;TRAXX;MOBY 50;Moto
2039;TRAXX;JOTO 135;Moto
2040;TRAXX;MONTEZ 250;Moto
2041;TRAXX;DUNNA 600;Moto
2042;TRAXX;VICO;Moto
2043;VOLKSWAGEN;TRANSPORTER;Carro
2044;KIA;GRAND BESTA;Carro
2045;NISSAN;200SX;Carro
2046;NISSAN;240SX;Carro
2047;MERCEDES-BENZ;180;Caminhão
2048;MERCEDES-BENZ;1517;Caminhão
2049;CHRYSLER;300M;Carro
2050;CHRYSLER;300C TOURING;Carro
2051;YAMAHA;FAZER FZ6;Moto
2052;YAMAHA;FAZER YS150;Moto
2053;YAMAHA;FAZER FZ1;Moto
2054;YAMAHA;YZF 600R;Moto
2055;YAMAHA;YZF R6;Moto
2056;FORD;TORINO;Carro
2057;CHEVROLET;C-65;Caminhão
2058;CHEVROLET;D-11000;Caminhão
2059;CHEVROLET;VENTURE;Carro
2060;CHEVROLET;FLEETLINE;Carro
2061;CHEVROLET;FLEETMASTER;Carro
2062;CHEVROLET;DELUXE;Carro
2063;FORD;ESCORT XR3;Carro
2064;CHEVROLET;MASTER;Carro
2065;OLDSMOBILE;TORONADO;Carro
2066;OLDSMOBILE;SIX;Carro
2067;OLDSMOBILE;EIGHT;Carro
2068;OLDSMOBILE;DELUXE;Carro
2069;OLDSMOBILE;SERIES 60;Carro
2070;OLDSMOBILE;SERIES 70;Carro
2071;OLDSMOBILE;SERIES 80;Carro
2072;OLDSMOBILE;SERIES 90;Carro
2073;OLDSMOBILE;STARFIRE;Carro
2074;OLDSMOBILE;442;Carro
2075;OLDSMOBILE;CUTLASS;Carro
2076;OLDSMOBILE;CUTLASS SUPREME;Carro
2077;OLDSMOBILE;CUTLASS SALON;Carro
2078;OLDSMOBILE;CUTLASS CALAIS;Carro
2079;OLDSMOBILE;CUTLASS CIERA;Carro
2080;OLDSMOBILE;CUSTOM CRUISER;Carro
2081;OLDSMOBILE;VISTA CRUISER;Carro
2082;OLDSMOBILE;F-85;Carro
2083;OLDSMOBILE;FIRENZA;Carro
2084;OLDSMOBILE;ACHIEVA;Carro
2085;OLDSMOBILE;ALERO;Carro
2086;OLDSMOBILE;AURORA;Carro
2087;OLDSMOBILE;BRAVADA;Carro
2088;OLDSMOBILE;INTRIGUE;Carro
2089;OLDSMOBILE;SILHOUETTE;Carro
2090;CHEVROLET;D-65;Caminhão
2091;HONDA;CRF 230/250;Moto
2092;HONDA;CRF 450;Moto
2093;HONDA;NX 650 DOMINATOR;Moto
2094;HONDA;CR 250;Moto
2095;HONDA;CR 125;Moto
2096;VOLVO;FL SERIES;Caminhão
2097;PLYMOUTH;SUPERBIRD;Carro
2098;PLYMOUTH;FURY;Carro
2099;PLYMOUTH;SPECIAL;Carro
2100;PLYMOUTH;PROWLER;Carro
2101;PLYMOUTH;TRAIL DUSTER;Carro
2102;PLYMOUTH;VOYAGER;Carro
2103;PLYMOUTH;SCAMP;Carro
2104;PLYMOUTH;ARROW;Carro
2105;PLYMOUTH;PT50;Carro
2106;PLYMOUTH;PT57;Carro
2107;PLYMOUTH;PT81;Carro
2108;PLYMOUTH;PT105;Carro
2109;PLYMOUTH;PT125;Carro
2110;PLYMOUTH;EXPRESS;Carro
2111;PLYMOUTH;VOYAGER EXPRESSO;Carro
2112;PLYMOUTH;NEON;Carro
2113;PLYMOUTH;LASER;Carro
2114;PLYMOUTH;CARAVELLE;Carro
2115;PLYMOUTH;STATION WAGON;Carro
2116;PLYMOUTH;MODEL Q;Carro
2117;PLYMOUTH;MODEL P6;Carro
2118;ASTON MARTIN;DB9 COUPE;Carro
2119;ASTON MARTIN;DB9 VOLANTE;Carro
2120;ASTON MARTIN;VIRAGE COUPE;Carro
2121;ASTON MARTIN;RAPIDE S;Carro
2122;ASTON MARTIN;V12 VANTAGE;Carro
2123;ASTON MARTIN;V8 VANTAGE COUPE;Carro
2124;ASTON MARTIN;V8 VANTAGE ROADSTER;Carro
2125;ASTON MARTIN;V8 VANTAGE S COUPE;Carro
2126;ASTON MARTIN;V8 VANTAGE S ROADSTER;Carro
2127;ASTON MARTIN;VANQUISH COUPE;Carro
2128;ASTON MARTIN;VANQUISH VOLANTE;Carro
2129;ASTON MARTIN;V12 ZAGATO;Carro
2130;ASTON MARTIN;DB5;Carro
2131;ASTON MARTIN;DBS;Carro
2132;ASTON MARTIN;DBS VOLANTE;Carro
2133;ASTON MARTIN;CYGNET;Carro
2134;ASTON MARTIN;ONE-77;Carro
2135;ASTON MARTIN;DBR9;Carro
2136;BMW;M3;Carro
2137;BMW;M5;Carro
2138;BMW;M6;Carro
2139;BMW;X6 M;Carro
2140;MINI;CABRIO;Carro
2141;MINI;COUPE;Carro
2142;MINI;ROADSTER;Carro
2143;MINI;COUNTRYMAN;Carro
2144;MINI;PACEMAN;Carro
2145;MINI;JOHN COOPER WORKS;Carro
2146;PAGANI;ZONDA;Carro
2147;SUBARU;NEW XV;Carro
2148;SUBARU;IMPREZA WRX HATCH;Carro
2149;SUBARU;IMPREZA WRX STI HATCH;Carro
2150;SUBARU;IMPREZA WRX STI SEDAN;Carro
2151;SUBARU;IMPREZA WRX SEDAN;Carro
2152;BULL;HB;Moto
2153;TOYOTA;ETIOS CROSS;Carro
2154;LAMBORGHINI;HURACAN;Carro
2155;VOLKSWAGEN;UP;Carro
2156;DAYUN;EXPLORER;Carro
2157;CAN-AM;OUTLANDER 400;Moto
2158;CAN-AM;OUTLANDER 500;Moto
2159;CAN-AM;OUTLANDER 650;Moto
2160;CAN-AM;OUTLANDER 800R;Moto
2161;CAN-AM;OUTLANDER MAX 400;Moto
2162;CAN-AM;OUTLANDER MAX 500;Moto
2163;CAN-AM;OUTLANDER MAX 650;Moto
2164;CAN-AM;OUTLANDER MAX 800R;Moto
2165;CAN-AM;OUTLANDER MAX LTD 800R;Moto
2166;CAN-AM;RENEGADE 500;Moto
2167;CAN-AM;RENEGADE 800R;Moto
2168;CAN-AM;DS 250;Moto
2169;CAN-AM;DS 450;Moto
2170;CAN-AM;DS 90;Moto
2171;CAN-AM;RT;Moto
2172;CAN-AM;RS;Moto
2173;KAWASAKI;NINJA 1000;Moto
2174;KAWASAKI;NINJA 600;Moto
2175;KAWASAKI;NINJA 300;Moto
2176;KAWASAKI;NINJA 1100;Moto
2177;KAWASAKI;NINJA 900;Moto
2178;KAWASAKI;NINJA 700;Moto
2179;KAWASAKI;NINJA 1200;Moto
2180;KAWASAKI;Z1000;Moto
2181;KAWASAKI;Z750;Moto
2182;KAWASAKI;Z800;Moto
2183;KAWASAKI;VERSYS CITY;Moto
2184;KAWASAKI;VERSYS GRAND TOURER;Moto
2185;KAWASAKI;VERSYS TOURER;Moto
2186;KAWASAKI;VERSYS 1000;Moto
2187;KAWASAKI;KX 450/500;Moto
2188;KAWASAKI;KX 250;Moto
2189;KAWASAKI;KX 65/85;Moto
2190;KAWASAKI;KLX 400/450;Moto
2191;KAWASAKI;KLX 250/300;Moto
2192;YAMAHA;TMAX;Moto
2193;YAMAHA;YFM 700R;Moto
2194;YAMAHA;GRIZZLY;Moto
2195;KTM;50 SX;Moto
2196;KTM;65 SX;Moto
2197;KTM;85 SX;Moto
2198;KTM;125 SX;Moto
2199;KTM;150 SX;Moto
2200;KTM;250 SX;Moto
2201;KTM;350 SX;Moto
2202;KTM;450 SX-F;Moto
2203;KTM;350 EXC;Moto
2204;KTM;500 EXC;Moto
2205;KTM;150 XC;Moto
2206;KTM;250 XC;Moto
2207;KTM;300 XC;Moto
2208;KTM;450 XC-F/W;Moto
2209;KTM;200 XC;Moto
2210;KTM;690 ENDURO R;Moto
2211;KTM;1190 ADVENTURE;Moto
2212;KTM;990 SM T;Moto
2213;KTM;990 ADVENTURE BAJA;Moto
2214;KTM;690 DUKE;Moto
2215;KTM;1190 RC8 R;Moto
2216;ACELLERA;ACX 250F;Moto
2217;ACELLERA;HOTZOO SPORT 90;Moto
2218;ACELLERA;SPORTLANDER 150R;Moto
2219;ACELLERA;SPORTLANDER 250XR;Moto
2220;ACELLERA;SPORTLANDER 350ZX;Moto
2221;ACELLERA;SPORTLANDER 450TR;Moto
2222;ACELLERA;QUADRILANDER 300;Moto
2223;ACELLERA;QUADRILANDER 400;Moto
2224;ACELLERA;QUADRILANDER 600;Moto
2225;ACELLERA;FRONTLANDER 500;Moto
